Time,Demand
2018,03,2372
2018,03,2414
2018,03,2496
2018,03,2716
2018,03,2938
2018,03,3165
2018,03,3300
2018,03,3345
2018,03,3225
2018,03,3107
2018,03,3011
2018,03,2952
2018,03,2815
2018,03,2710
2018,03,2789
2018,03,2696
2018,03,2799
2018,03,2725
2018,03,2768
2018,03,2830
2018,03,2832
2018,03,2600
2018,03,2406
2018,03,2338
2018,03,2349
2018,03,2389
2018,03,2473
2018,03,2618
2018,03,2854
2018,03,3107
2018,03,3242
2018,03,3303
2018,03,3141
2018,03,3008
2018,03,2816
2018,03,2650
2018,03,2644
2018,03,2539
2018,03,2481
2018,03,2473
2018,03,2513
2018,03,2615
2018,03,2744
2018,03,2917
2018,03,2941
2018,03,2672
2018,03,2453
2018,03,2384
2018,03,2362
2018,03,2396
2018,03,2466
2018,03,2592
2018,03,2821
2018,03,3050
2018,03,3185
2018,03,3232
2018,03,3069
2018,03,2866
2018,03,2684
2018,03,2503
2018,03,2402
2018,03,2349
2018,03,2342
2018,03,2392
2018,03,2473
2018,03,2611
2018,03,2842
2018,03,3100
2018,03,3135
2018,03,2840
2018,03,2583
2018,03,2474
2018,03,2439
2018,03,2461
2018,03,2508
2018,03,2678
2018,03,2890
2018,03,3086
2018,03,3193
2018,03,3222
2018,03,3046
2018,03,2775
2018,03,2526
2018,03,2356
2018,03,2285
2018,03,2292
2018,03,2368
2018,03,2471
2018,03,2578
2018,03,2807
2018,03,3135
2018,03,3338
2018,03,3280
2018,03,2950
2018,03,2709
2018,03,2599
2018,03,2527
2018,03,2552
2018,03,2593
2018,03,2581
2018,03,2777
2018,03,2976
2018,03,3091
2018,03,3124
2018,03,2931
2018,03,2668
2018,03,2412
2018,03,2253
2018,03,2169
2018,03,2105
2018,03,2137
2018,03,2201
2018,03,2292
2018,03,2413
2018,03,2544
2018,03,2628
2018,03,2602
2018,03,2488
2018,03,2410
2018,03,2393
2018,03,2396
2018,03,2416
2018,03,2488
2018,03,2595
2018,03,2771
2018,03,2901
2018,03,2984
2018,03,3019
2018,03,2873
2018,03,2688
2018,03,2469
2018,03,2296
2018,03,2206
2018,03,2194
2018,03,2223
2018,03,2265
2018,03,2371
2018,03,2504
2018,03,2632
2018,03,2726
2018,03,2690
2018,03,2551
2018,03,2452
2018,03,2402
2018,03,2404
2018,03,2434
2018,03,2513
2018,03,2644
2018,03,2822
2018,03,2996
2018,03,3070
2018,03,3093
2018,03,2930
2018,03,2741
2018,03,2597
2018,03,2512
2018,03,2484
2018,03,2353
2018,03,2383
2018,03,2458
2018,03,2557
2018,03,2704
2018,03,2886
2018,03,3049
2018,03,3031
2018,03,2768
2018,03,2550
2018,03,2475
2018,03,2454
2018,03,2496
2018,03,2567
2018,03,2662
2018,03,2876
2018,03,3077
2018,03,3194
2018,03,3225
2018,03,3052
2018,03,2823
2018,03,2656
2018,03,2528
2018,03,2489
2018,03,2504
2018,03,2522
2018,03,2597
2018,03,2566
2018,03,2611
2018,03,2790
2018,03,2904
2018,03,2855
2018,03,2613
2018,03,2435
2018,03,2379
2018,03,2372
2018,03,2425
2018,03,2518
2018,03,2675
2018,03,2904
2018,03,3143
2018,03,3281
2018,03,3353
2018,03,3241
2018,03,3085
2018,03,2914
2018,03,2760
2018,03,2681
2018,03,2612
2018,03,2564
2018,03,2534
2018,03,2578
2018,03,2647
2018,03,2768
2018,03,2888
2018,03,2881
2018,03,2627
2018,03,2438
2018,03,2378
2018,03,2366
2018,03,2428
2018,03,2505
2018,03,2660
2018,03,2897
2018,03,3132
2018,03,3261
2018,03,3312
2018,03,3217
2018,03,3054
2018,03,2928
2018,03,2812
2018,03,2737
2018,03,2637
2018,03,2621
2018,03,2596
2018,03,2649
2018,03,2716
2018,03,2835
2018,03,2908
2018,03,2877
2018,03,2627
2018,03,2445
2018,03,2362
2018,03,2373
2018,03,2416
2018,03,2499
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,Null
2018,03,2665
2018,03,2877
2018,03,3090
2018,03,3214
2018,03,3256
2018,03,3156
2018,03,2955
2018,03,2764
2018,03,2603
2018,03,2520
2018,03,2471
2018,03,2431
2018,03,2484
2018,03,2582
2018,03,2774
2018,03,3016
2018,03,3192
2018,03,3122
2018,03,2800
2018,03,2554
2018,03,2439
2018,03,2397
2018,03,2416
2018,03,2483
2018,03,2617
2018,03,2831
2018,03,3043
2018,03,3197
2018,03,3225
2018,03,3135
2018,03,2918
2018,03,2781
2018,03,2659
2018,03,2574
2018,03,2638
2018,03,2543
2018,03,2524
2018,03,2652
2018,03,2841
2018,03,3043
2018,03,3283
2018,03,3281
2018,03,2917
2018,03,2660
2018,03,2524
2018,03,2484
2018,03,2488
2018,03,2535
2018,03,2640
2018,03,2842
2018,03,3063
2018,03,3192
2018,03,3211
2018,03,3073
2018,03,2812
2018,03,2604
2018,03,2421
2018,03,2357
2018,03,2347
2018,03,2357
2018,03,2430
2018,03,2584
2018,03,2845
2018,03,3165
2018,03,3402
2018,03,3367
2018,03,3002
2018,03,2720
2018,03,2617
2018,03,2564
2018,03,2567
2018,03,2598
2018,03,2686
2018,03,2888
2018,03,3086
2018,03,3202
2018,03,3241
2018,03,3081
2018,03,2794
2018,03,2540
2018,03,2380
2018,03,2317
2018,03,2302
2018,03,2358
2018,03,2464
2018,03,2614
2018,03,2856
2018,03,3150
2018,03,3489
2018,03,3445
2018,03,3057
2018,03,2765
2018,03,2624
2018,03,2580
2018,03,2580
2018,03,2588
2018,03,2682
2018,03,2879
2018,03,3030
2018,03,3132
2018,03,3177
2018,03,2975
2018,03,2692
2018,03,2410
2018,03,2239
2018,03,2156
2018,03,2161
2018,03,2216
2018,03,2326
2018,03,2451
2018,03,2584
2018,03,2694
2018,03,2733
2018,03,2674
2018,03,2527
2018,03,2434
2018,03,2404
2018,03,2404
2018,03,2426
2018,03,2473
2018,03,2602
2018,03,2754
2018,03,2888
2018,03,2969
2018,03,3007
2018,03,2921
2018,03,2668
2018,03,2443
2018,03,2277
2018,03,2206
2018,03,2176
2018,03,2233
2018,03,2325
2018,03,2483
2018,03,2668
2018,03,2894
2018,03,3037
2018,03,2976
2018,03,2751
2018,03,2607
2018,03,2535
2018,03,2505
2018,03,2509
2018,03,2568
2018,03,2668
2018,03,2825
2018,03,2972
2018,03,3044
2018,03,3082
2018,03,2954
2018,03,2723
2018,03,2521
2018,03,2354
2018,03,2300
2018,03,2278
2018,03,2318
2018,03,2445
2018,03,2573
2018,03,2890
2018,03,3230
2018,03,3577
2018,03,3528
2018,03,3150
2018,03,2842
2018,03,2717
2018,03,2653
2018,03,2646
2018,03,2689
2018,03,2750
2018,03,2942
2018,03,3127
2018,03,3237
2018,03,3216
2018,03,3065
2018,03,2773
2018,03,2539
2018,03,2368
2018,03,2323
2018,03,2329
2018,03,2370
2018,03,2500
2018,03,2705
2018,03,2982
2018,03,3382
2018,03,3731
2018,03,3715
2018,03,3312
2018,03,3001
2018,03,2850
2018,03,2787
2018,03,2790
2018,03,2811
2018,03,2896
2018,03,3089
2018,03,3288
2018,03,3373
2018,03,3368
2018,03,3194
2018,03,2855
2018,03,2593
2018,02,2460
2018,02,2427
2018,02,2461
2018,02,2528
2018,02,2680
2018,02,2868
2018,02,3100
2018,02,3439
2018,02,3660
2018,02,3594
2018,02,3213
2018,02,2920
2018,02,2790
2018,02,2720
2018,02,2733
2018,02,2748
2018,02,2868
2018,02,3041
2018,02,3250
2018,02,3362
2018,02,3381
2018,02,3310
2018,02,3048
2018,02,2811
2018,02,2568
2018,02,2419
2018,02,2360
2018,02,2394
2018,02,2529
2018,02,2720
2018,02,2978
2018,02,3338
2018,02,3716
2018,02,3674
2018,02,3277
2018,02,2973
2018,02,2818
2018,02,2764
2018,02,2732
2018,02,2757
2018,02,2841
2018,02,3027
2018,02,3222
2018,02,3321
2018,02,3330
2018,02,3157
2018,02,2824
2018,02,2561
2018,02,2405
2018,02,2342
2018,02,2359
2018,02,2433
2018,02,2593
2018,02,2836
2018,02,3158
2018,02,3580
2018,02,3968
2018,02,3899
2018,02,3468
2018,02,3130
2018,02,2959
2018,02,2867
2018,02,2820
2018,02,2827
2018,02,2895
2018,02,3060
2018,02,3215
2018,02,3287
2018,02,3281
2018,02,3099
2018,02,2747
2018,02,2472
2018,02,2303
2018,02,2236
2018,02,2261
2018,02,2358
2018,02,2512
2018,02,2735
2018,02,3029
2018,02,3350
2018,02,3551
2018,02,3453
2018,02,3242
2018,02,3118
2018,02,3036
2018,02,2989
2018,02,2974
2018,02,2997
2018,02,3047
2018,02,3178
2018,02,3268
2018,02,3290
2018,02,3282
2018,02,3122
2018,02,2772
2018,02,2516
2018,02,2369
2018,02,2317
2018,02,2325
2018,02,2447
2018,02,2643
2018,02,2873
2018,02,3167
2018,02,3487
2018,02,3654
2018,02,3526
2018,02,3316
2018,02,3112
2018,02,3049
2018,02,2995
2018,02,2985
2018,02,3016
2018,02,3097
2018,02,3272
2018,02,3414
2018,02,3498
2018,02,3518
2018,02,3404
2018,02,3152
2018,02,2974
2018,02,2874
2018,02,2789
2018,02,2761
2018,02,2807
2018,02,2832
2018,02,2962
2018,02,3222
2018,02,3555
2018,02,3867
2018,02,3803
2018,02,3399
2018,02,3100
2018,02,2943
2018,02,2884
2018,02,2869
2018,02,2895
2018,02,2972
2018,02,3175
2018,02,3368
2018,02,3440
2018,02,3437
2018,02,3279
2018,02,2934
2018,02,2655
2018,02,2483
2018,02,2412
2018,02,2430
2018,02,2496
2018,02,2654
2018,02,2877
2018,02,3190
2018,02,3599
2018,02,3968
2018,02,3892
2018,02,3444
2018,02,3123
2018,02,2947
2018,02,2874
2018,02,2860
2018,02,2884
2018,02,2968
2018,02,3156
2018,02,3371
2018,02,3484
2018,02,3482
2018,02,3332
2018,02,2982
2018,02,2709
2018,02,2522
2018,02,2471
2018,02,2489
2018,02,2531
2018,02,2675
2018,02,2934
2018,02,3242
2018,02,3649
2018,02,4020
2018,02,3958
2018,02,3536
2018,02,3218
2018,02,3059
2018,02,2981
2018,02,2965
2018,02,2981
2018,02,3045
2018,02,3214
2018,02,3412
2018,02,3484
2018,02,3479
2018,02,3297
2018,02,2915
2018,02,2619
2018,02,2446
2018,02,2401
2018,02,2408
2018,02,2498
2018,02,2644
2018,02,2874
2018,02,3156
2018,02,3538
2018,02,3877
2018,02,3758
2018,02,3343
2018,02,3023
2018,02,2863
2018,02,2803
2018,02,2787
2018,02,2815
2018,02,2902
2018,02,3080
2018,02,3297
2018,02,3440
2018,02,3488
2018,02,3376
2018,02,3105
2018,02,2914
2018,02,2790
2018,02,2771
2018,02,2628
2018,02,2590
2018,02,2683
2018,02,2752
2018,02,2869
2018,02,2930
2018,02,2945
2018,02,2715
2018,02,2506
2018,02,2430
2018,02,2350
2018,02,2334
2018,02,2362
2018,02,2438
2018,02,2532
2018,02,2728
2018,02,2889
2018,02,2977
2018,02,3054
2018,02,2976
2018,02,2709
2018,02,2516
2018,02,2328
2018,02,2256
2018,02,2268
2018,02,2286
2018,02,2337
2018,02,2428
2018,02,2534
2018,02,2707
2018,02,2783
2018,02,2695
2018,02,2548
2018,02,2451
2018,02,2418
2018,02,2418
2018,02,2430
2018,02,2505
2018,02,2599
2018,02,2755
2018,02,2886
2018,02,2970
2018,02,3011
2018,02,2945
2018,02,2721
2018,02,2536
2018,02,2421
2018,02,2341
2018,02,2316
2018,02,2314
2018,02,2451
2018,02,2543
2018,02,2725
2018,02,2928
2018,02,2981
2018,02,2882
2018,02,2703
2018,02,2574
2018,02,2529
2018,02,2508
2018,02,2529
2018,02,2593
2018,02,2699
2018,02,2840
2018,02,2999
2018,02,3074
2018,02,3117
2018,02,3079
2018,02,2872
2018,02,2722
2018,02,2635
2018,02,2619
2018,02,2625
2018,02,2705
2018,02,2797
2018,02,2915
2018,02,3068
2018,02,3196
2018,02,3270
2018,02,3150
2018,02,2817
2018,02,2593
2018,02,2475
2018,02,2464
2018,02,2470
2018,02,2536
2018,02,2638
2018,02,2852
2018,02,3053
2018,02,3169
2018,02,3219
2018,02,3118
2018,02,2845
2018,02,2650
2018,02,2539
2018,02,2468
2018,02,2486
2018,02,2566
2018,02,2696
2018,02,2806
2018,02,2961
2018,02,3152
2018,02,3253
2018,02,3146
2018,02,2823
2018,02,2596
2018,02,2501
2018,02,2488
2018,02,2527
2018,02,2594
2018,02,2721
2018,02,2932
2018,02,3148
2018,02,3298
2018,02,3357
2018,02,3380
2018,02,3209
2018,02,3057
2018,02,2967
2018,02,2929
2018,02,2920
2018,02,2910
2018,02,2941
2018,02,2984
2018,02,3040
2018,02,3109
2018,02,3214
2018,02,3115
2018,02,2774
2018,02,2519
2018,02,2432
2018,02,2426
2018,02,2451
2018,02,2511
2018,02,2637
2018,02,2846
2018,02,3061
2018,02,3178
2018,02,3231
2018,02,3171
2018,02,2923
2018,02,2710
2018,02,2594
2018,02,2583
2018,02,2578
2018,02,2572
2018,02,2646
2018,02,2768
2018,02,2930
2018,02,3058
2018,02,3165
2018,02,3069
2018,02,2744
2018,02,2524
2018,02,2440
2018,02,2436
2018,02,2462
2018,02,2533
2018,02,2656
2018,02,2878
2018,02,3106
2018,02,3244
2018,02,3316
2018,02,3279
2018,02,3053
2018,02,2898
2018,02,2800
2018,02,2808
2018,02,2885
2018,02,2926
2018,02,2989
2018,02,3035
2018,02,3055
2018,02,3059
2018,02,3142
2018,02,3022
2018,02,2695
2018,02,2463
2018,02,2368
2018,02,2349
2018,02,2362
2018,02,2415
2018,02,2531
2018,02,2735
2018,02,2943
2018,02,3069
2018,02,3141
2018,02,3069
2018,02,2813
2018,02,2567
2018,02,2372
2018,02,2275
2018,02,2223
2018,02,2245
2018,02,2293
2018,02,2396
2018,02,2523
2018,02,2634
2018,02,2665
2018,02,2569
2018,02,2444
2018,02,2360
2018,02,2335
2018,02,2352
2018,02,2386
2018,02,2458
2018,02,2584
2018,02,2754
2018,02,2905
2018,02,3004
2018,02,3051
2018,02,3045
2018,02,2807
2018,02,2618
2018,02,2520
2018,02,2425
2018,02,2407
2018,02,2388
2018,02,2424
2018,02,2502
2018,02,2622
2018,02,2761
2018,02,2807
2018,02,2679
2018,02,2519
2018,02,2411
2018,02,2375
2018,02,2370
2018,02,2403
2018,02,2474
2018,02,2600
2018,02,2779
2018,02,2940
2018,02,3039
2018,02,3104
2018,02,3094
2018,02,2908
2018,02,2735
2018,02,2577
2018,02,2472
2018,02,2434
2018,02,2417
2018,02,2485
2018,02,2620
2018,02,2804
2018,02,3038
2018,02,3242
2018,02,3123
2018,02,2770
2018,02,2528
2018,02,2425
2018,02,2395
2018,02,2425
2018,02,2474
2018,02,2597
2018,02,2809
2018,02,3035
2018,02,3178
2018,02,3240
2018,02,3208
2018,02,2996
2018,02,2789
2018,02,2618
2018,02,2498
2018,02,2446
2018,02,2442
2018,02,2497
2018,02,2629
2018,02,2821
2018,02,3065
2018,02,3295
2018,02,3183
2018,02,2819
2018,02,2559
2018,02,2460
2018,02,2418
2018,02,2443
2018,02,2501
2018,02,2609
2018,02,2823
2018,02,3042
2018,02,3180
2018,02,3238
2018,02,3174
2018,02,2950
2018,02,2719
2018,02,2567
2018,02,2460
2018,02,2409
2018,02,2416
2018,02,2480
2018,02,2592
2018,02,2772
2018,02,3010
2018,02,3213
2018,02,3129
2018,02,2772
2018,02,2529
2018,02,2411
2018,02,2402
2018,02,2416
2018,02,2477
2018,02,2594
2018,02,2816
2018,02,3043
2018,02,3186
2018,02,3252
2018,02,3209
2018,02,2954
2018,02,2736
2018,02,2564
2018,02,2468
2018,02,2429
2018,02,2429
2018,02,2489
2018,02,2609
2018,02,2781
2018,02,3038
2018,02,3255
2018,02,3133
2018,02,2772
2018,02,2513
2018,02,2415
2018,02,2389
2018,02,2411
2018,02,2465
2018,02,2588
2018,02,2797
2018,02,3013
2018,02,3165
2018,02,3251
2018,02,3209
2018,02,2972
2018,02,2751
2018,02,2596
2018,02,2491
2018,02,2443
2018,02,2462
2018,02,2512
2018,02,2622
2018,02,2799
2018,02,3074
2018,02,3218
2018,02,3097
2018,02,2736
2018,02,2480
2018,02,2375
2018,02,2341
2018,02,2339
2018,02,2404
2018,02,2504
2018,02,2716
2018,02,2914
2018,02,2962
2018,02,2985
2018,02,2976
2018,02,2776
2018,02,2633
2018,02,2716
2018,02,2914
2018,02,2962
2018,02,2985
2018,02,2976
2018,02,2776
2018,02,2633
2018,02,2514
2018,02,2420
2018,02,2350
2018,02,2351
2018,02,2378
2018,02,2471
2018,02,2609
2018,02,2764
2018,02,2772
2018,02,2661
2018,02,2512
2018,02,2409
2018,02,2371
2018,02,2374
2018,02,2404
2018,02,2464
2018,02,2594
2018,02,2449
2018,02,2345
2018,02,2307
2018,02,2348
2018,02,2420
2018,02,2550
2018,02,2731
2018,02,2919
2018,02,2945
2018,02,2813
2018,02,2618
2018,02,2501
2018,02,2439
2018,02,2450
2018,02,2462
2018,02,2527
2018,02,2640
2018,02,2807
2018,02,2952
2018,02,3035
2018,02,3091
2018,02,3099
2018,02,2891
2018,02,2715
2018,02,2807
2018,02,2952
2018,02,3035
2018,02,3091
2018,02,3099
2018,02,2891
2018,02,2715
2018,02,2578
2018,02,2486
2018,02,2425
2018,02,2453
2018,02,2521
2018,02,2660
2018,02,2882
2018,02,3159
2018,02,3349
2018,02,3237
2018,02,2846
2018,02,2600
2018,02,2486
2018,02,2450
2018,02,2460
2018,02,2510
2018,02,2746
2018,02,2571
2018,02,2468
2018,02,2438
2018,02,2441
2018,02,2527
2018,02,2669
2018,02,2891
2018,02,3182
2018,02,3363
2018,02,3228
2018,02,2871
2018,02,2593
2018,02,2489
2018,02,2440
2018,02,2456
2018,02,2505
2018,02,2612
2018,02,2828
2018,02,3030
2018,02,3147
2018,02,3212
2018,02,3190
2018,02,2943
2018,02,2734
2018,01,2569
2018,01,2466
2018,01,2425
2018,01,2441
2018,01,2521
2018,01,2639
2018,01,2855
2018,01,3162
2018,01,3373
2018,01,3257
2018,01,2886
2018,01,2620
2018,01,2498
2018,01,2458
2018,01,2465
2018,01,2528
2018,01,2635
2018,01,2848
2018,01,3065
2018,01,3178
2018,01,3236
2018,01,3240
2018,01,2985
2018,01,2760
2018,01,2602
2018,01,2552
2018,01,2473
2018,01,2472
2018,01,2542
2018,01,2736
2018,01,2951
2018,01,3123
2018,01,3281
2018,01,3187
2018,01,2819
2018,01,2580
2018,01,2470
2018,01,2437
2018,01,2456
2018,01,2505
2018,01,2618
2018,01,2837
2018,01,3074
2018,01,3203
2018,01,3282
2018,01,3255
2018,01,3021
2018,01,2798
2018,01,2625
2018,01,2540
2018,01,2489
2018,01,2481
2018,01,2558
2018,01,2672
2018,01,2829
2018,01,3054
2018,01,3241
2018,01,3124
2018,01,2764
2018,01,2512
2018,01,2404
2018,01,2385
2018,01,2402
2018,01,2456
2018,01,2565
2018,01,2766
2018,01,2977
2018,01,3108
2018,01,3173
2018,01,3134
2018,01,2888
2018,01,2604
2018,01,2436
2018,01,2332
2018,01,2303
2018,01,2341
2018,01,2434
2018,01,2581
2018,01,2789
2018,01,3019
2018,01,3081
2018,01,2954
2018,01,2789
2018,01,2675
2018,01,2622
2018,01,2610
2018,01,2611
2018,01,2646
2018,01,2746
2018,01,2880
2018,01,2996
2018,01,3067
2018,01,3102
2018,01,3093
2018,01,2846
2018,01,2619
2018,01,2436
2018,01,2364
2018,01,2367
2018,01,2431
2018,01,2584
2018,01,2762
2018,01,3016
2018,01,3283
2018,01,3346
2018,01,3186
2018,01,2973
2018,01,2822
2018,01,2734
2018,01,2713
2018,01,2714
2018,01,2757
2018,01,2839
2018,01,2985
2018,01,3120
2018,01,3181
2018,01,3220
2018,01,3190
2018,01,2932
2018,01,2677
2018,01,2509
2018,01,2444
2018,01,2432
2018,01,2495
2018,01,2646
2018,01,2827
2018,01,3081
2018,01,3443
2018,01,3631
2018,01,3483
2018,01,3077
2018,01,2793
2018,01,2658
2018,01,2613
2018,01,2593
2018,01,2638
2018,01,2764
2018,01,2950
2018,01,3150
2018,01,3251
2018,01,3297
2018,01,3268
2018,01,3003
2018,01,2731
2018,01,2544
2018,01,2468
2018,01,2452
2018,01,2500
2018,01,2624
2018,01,2838
2018,01,3092
2018,01,3477
2018,01,3679
2018,01,3568
2018,01,3171
2018,01,2876
2018,01,2753
2018,01,2701
2018,01,2683
2018,01,2716
2018,01,2796
2018,01,2991
2018,01,3188
2018,01,3285
2018,01,3324
2018,01,3287
2018,01,2989
2018,01,2723
2018,01,2547
2018,01,2465
2018,01,2455
2018,01,2508
2018,01,2637
2018,01,2850
2018,01,3163
2018,01,3546
2018,01,3823
2018,01,3688
2018,01,3290
2018,01,2978
2018,01,2840
2018,01,2771
2018,01,2750
2018,01,2772
2018,01,2859
2018,01,3058
2018,01,3281
2018,01,3359
2018,01,3414
2018,01,3340
2018,01,3012
2018,01,2715
2018,01,2555
2018,01,2499
2018,01,2503
2018,01,2606
2018,01,2780
2018,01,3019
2018,01,3374
2018,01,3800
2018,01,4086
2018,01,3961
2018,01,3534
2018,01,3225
2018,01,3075
2018,01,3007
2018,01,2984
2018,01,3019
2018,01,3093
2018,01,3273
2018,01,3470
2018,01,3559
2018,01,3583
2018,01,3479
2018,01,3122
2018,01,2777
2018,01,2617
2018,01,2589
2018,01,2637
2018,01,2747
2018,01,2978
2018,01,3248
2018,01,3574
2018,01,3888
2018,01,4054
2018,01,3884
2018,01,3465
2018,01,3145
2018,01,2990
2018,01,2936
2018,01,2913
2018,01,2915
2018,01,2983
2018,01,3155
2018,01,3328
2018,01,3436
2018,01,3441
2018,01,3390
2018,01,3041
2018,01,2721
2018,01,2515
2018,01,2444
2018,01,2450
2018,01,2546
2018,01,2668
2018,01,2856
2018,01,3077
2018,01,3283
2018,01,3333
2018,01,3168
2018,01,2975
2018,01,2833
2018,01,2787
2018,01,2759
2018,01,2762
2018,01,2805
2018,01,2893
2018,01,3061
2018,01,3223
2018,01,3272
2018,01,3297
2018,01,3294
2018,01,3091
2018,01,2843
2018,01,2735
2018,01,2725
2018,01,2791
2018,01,2949
2018,01,3066
2018,01,3113
2018,01,3086
2018,01,3030
2018,01,2917
2018,01,2780
2018,01,2623
2018,01,2514
2018,01,2476
2018,01,2474
2018,01,2496
2018,01,2565
2018,01,2662
2018,01,2839
2018,01,2957
2018,01,3064
2018,01,3079
2018,01,3098
2018,01,2890
2018,01,2670
2018,01,2520
2018,01,2422
2018,01,2413
2018,01,2432
2018,01,2549
2018,01,2722
2018,01,2963
2018,01,3290
2018,01,3490
2018,01,3352
2018,01,2965
2018,01,2699
2018,01,2573
2018,01,2533
2018,01,2555
2018,01,2601
2018,01,2687
2018,01,2902
2018,01,3091
2018,01,3207
2018,01,3248
2018,01,3227
2018,01,2943
2018,01,2731
2018,01,2570
2018,01,2478
2018,01,2446
2018,01,2478
2018,01,2592
2018,01,2776
2018,01,3018
2018,01,3343
2018,01,3545
2018,01,3406
2018,01,3011
2018,01,2735
2018,01,2596
2018,01,2556
2018,01,2545
2018,01,2593
2018,01,2684
2018,01,2881
2018,01,3075
2018,01,3180
2018,01,3239
2018,01,3217
2018,01,2934
2018,01,2685
2018,01,2509
2018,01,2427
2018,01,2403
2018,01,2430
2018,01,2532
2018,01,2687
2018,01,2924
2018,01,3221
2018,01,3417
2018,01,3284
2018,01,2916
2018,01,2648
2018,01,2523
2018,01,2490
2018,01,2499
2018,01,2544
2018,01,2628
2018,01,2832
2018,01,3047
2018,01,3161
2018,01,3222
2018,01,3231
2018,01,3034
2018,01,2816
2018,01,2680
2018,01,2594
2018,01,2509
2018,01,2461
2018,01,2541
2018,01,2684
2018,01,2898
2018,01,3143
2018,01,3316
2018,01,3191
2018,01,2815
2018,01,2570
